"date","year","doy","zona","LAI","P30","P60","T2m_C","GDA","SM_sup","SM_root","Rad7","Rad30","LAI_max_zy","LAI_norm","LAI_hayedo","LAI_hayedo_norm","LAI_hayedo_anom","GDA2","LAI_norm_clim_A","LAI_norm_res_A","LAI_clim_A","LAI_res_A"
2024-08-05,2024,217,"pasto_cercano",1.76208693018253,29.5366927009588,129.75071548222,20.2998308209753,1169.33278232791,0.213975114642449,0.231972844345765,21.9261311626235,669.538948320755,2.24715821671442,0.784140127328859,3.79761644445189,0.9852930555274,0.164553593057362,1367339.15582672,0.764818558208426,0.0193215691204326,1.71866830737374,0.0434186228087956
2024-08-10,2024,222,"pasto_cercano",1.71837856138389,26.1966723282585,104.402225765012,23.3434824977531,1245.37685807186,0.195648429278808,0.21705656431506,21.5232363584906,650.07513909434,2.24715821671442,0.764689619361267,3.7174244042756,0.964487199683346,0.162374642942621,1550963.51862095,0.698882042770377,0.0658075765908898,1.57049852492561,0.147880036458281
2024-08-20,2024,232,"pasto_cercano",1.52447518968609,32.8239856433021,92.9134660129988,17.484451072421,1382.89982042613,0.25417041378701,0.244367781425172,18.1740164285714,624.868299861635,2.24715821671442,0.678401359702671,3.60762633469839,0.936000048058862,0.168231918851371,1912411.91333462,0.675568853900487,0.00283250580218419,1.51811010099882,0.00636508868726948
2024-09-14,2024,257,"pasto_cercano",1.54030578076777,146.178251854235,186.292442734965,11.5295679368313,1663.75302525327,0.367657711420919,0.370546347440164,11.7750889541779,464.179996748428,2.24715821671442,0.685446075541516,3.14138687864423,0.815034040832363,0.133884438006111,2768074.1290394,0.638458734397919,0.0469873411435973,1.43471779103537,0.105587989732398
2024-09-24,2024,267,"pasto_cercano",1.47904031332062,175.189300763368,216.529151528686,14.7101835318832,1755.57379869985,0.396345952271915,0.394015785533177,12.9287348960018,408.876332668239,2.24715821671442,0.658182544655505,2.74153857506569,0.711293243797447,0.0738000355723906,3082039.36268143,0.672150447025491,-0.0139679023699861,1.5104283999016,-0.031388086580979
2024-10-24,2024,297,"pasto_cercano",1.40343626183366,192.069549863256,367.258850626624,14.8685437552334,2037.95262661261,0.36565441555447,0.372106862018193,10.1613515813118,314.616576822286,2.24715821671442,0.624538250753717,NA,NA,NA,4153250.90831722,0.725773971247914,-0.101235720494196,1.6309289429672,-0.227492681133538
2025-04-07,2025,96,"pasto_cercano",1.42653855748095,NA,NA,11.4365432691274,35.1617146402037,0.372255801154882,0.379558347805991,16.5839902893082,NA,3.6528338492285,0.390529275724446,1.3206132081861,0.271415411454267,0.0267514094672719,1236.34617643911,NA,NA,NA,NA
2025-04-09,2025,98,"pasto_cercano",1.54063993293042,NA,NA,13.8185129009703,52.8699333854693,0.353698496548635,0.36341492035104,18.3883409559748,NA,3.6528338492285,0.421765674684549,1.3288048653809,0.273098979356086,-0.00439816686080013,2795.22985618396,NA,NA,NA,NA
2025-04-29,2025,118,"pasto_cercano",2.53852294712396,NA,NA,15.5629968487242,165.40015508064,0.376426862720673,0.388757699190696,18.8871893378257,NA,3.6528338492285,0.694946184771069,2.37418290943568,0.487947437779503,-0.106442365336073,27357.2113006998,NA,NA,NA,NA
2025-05-17,2025,136,"pasto_cercano",2.84541485267626,181.001351609116,NA,13.071672773861,290.572103958611,0.3848379363054,0.395118516945989,18.7522028400719,533.664206559748,3.6528338492285,0.778960930094652,4.52459956875446,0.929905930068693,0.106862540925345,84432.1475989337,NA,NA,NA,NA
